contig_id1	pos1	contig_id2	pos2
opera_contig_144	34698	opera_contig_162262	497530
opera_contig_144	40245	opera_contig_162267	62641
opera_contig_144	5153	opera_contig_162265	278817
opera_contig_144	8399	opera_contig_162262	45068
opera_contig_144	8680	opera_contig_162262	242390
opera_contig_144	38321	opera_contig_162264	163157
opera_contig_144	25516	opera_contig_162265	239141
opera_contig_144	16396	opera_contig_162265	145144
opera_contig_144	458	opera_contig_162262	325323
opera_contig_144	20342	opera_contig_162262	632258
opera_contig_144	24358	opera_contig_159385	114846
opera_contig_144	30425	opera_contig_162263	415459
opera_contig_144	25482	opera_contig_159385	19515
opera_contig_144	27971	opera_contig_162263	210564
opera_contig_144	22126	opera_contig_159385	223476
opera_contig_144	28379	opera_contig_162265	90899
opera_contig_144	40443	opera_contig_162262	313718
opera_contig_144	40571	opera_contig_162270	48704
opera_contig_144	33773	opera_contig_162262	593029
opera_contig_144	21271	opera_contig_162263	389024
opera_contig_144	30217	opera_contig_162268	45868
opera_contig_144	32051	opera_contig_162262	112007
opera_contig_144	34786	opera_contig_162263	422975
opera_contig_144	30213	opera_contig_162267	67398
opera_contig_144	291	opera_contig_162265	178617
opera_contig_144	18539	opera_contig_162263	245005
opera_contig_144	25170	opera_contig_162263	241875
opera_contig_144	39655	opera_contig_162267	90848
opera_contig_144	37829	opera_contig_162263	167153
opera_contig_144	18393	opera_contig_162270	23648
opera_contig_144	6771	opera_contig_162267	14174
opera_contig_144	12752	opera_contig_162271	493
opera_contig_144	34778	opera_contig_162263	458508
opera_contig_144	32730	opera_contig_159385	163920
opera_contig_144	19655	opera_contig_162267	97874
opera_contig_144	19890	opera_contig_162264	291914
opera_contig_144	24404	opera_contig_162266	134755
opera_contig_144	36885	opera_contig_162265	214241
opera_contig_144	34724	opera_contig_159385	87166
opera_contig_144	32341	opera_contig_162264	13467
opera_contig_144	21482	opera_contig_162266	91734
opera_contig_144	14660	opera_contig_162262	59722
opera_contig_144	14168	opera_contig_162263	89671
opera_contig_144	27913	opera_contig_162268	116917
opera_contig_144	17017	opera_contig_159385	125626
opera_contig_144	3486	opera_contig_162264	163492
opera_contig_144	39827	opera_contig_162268	121930
opera_contig_144	2861	opera_contig_162268	104459
opera_contig_144	24589	opera_contig_162262	341911
opera_contig_144	40782	opera_contig_162268	47203
opera_contig_144	28901	opera_contig_162264	269024
opera_contig_144	38829	opera_contig_162263	297492
opera_contig_144	19447	opera_contig_162263	179531
opera_contig_144	1859	opera_contig_162262	415183
opera_contig_144	8777	opera_contig_162264	217771
opera_contig_144	23960	opera_contig_162263	21320
opera_contig_144	25135	opera_contig_162265	213360
opera_contig_144	5785	opera_contig_162263	453147
opera_contig_144	30282	opera_contig_162262	586509
opera_contig_144	21554	opera_contig_162265	190296
opera_contig_144	9098	opera_contig_159385	67062
opera_contig_144	16531	opera_contig_162271	13607
opera_contig_144	13139	opera_contig_162267	31652
opera_contig_144	11677	opera_contig_162262	553796
opera_contig_144	8723	opera_contig_162265	118332
opera_contig_144	32957	opera_contig_162268	27400
opera_contig_144	6156	opera_contig_162263	185163
opera_contig_144	303	opera_contig_162262	335644
opera_contig_144	30258	opera_contig_162262	85654
opera_contig_144	9058	opera_contig_162264	115479
opera_contig_144	30455	opera_contig_159385	157160
opera_contig_144	30802	opera_contig_162264	267505
opera_contig_144	38803	opera_contig_162265	73603
opera_contig_144	27489	opera_contig_162269	72186
opera_contig_144	18377	opera_contig_162264	143858
opera_contig_144	1007	opera_contig_162270	56770
opera_contig_144	21450	opera_contig_162266	55656
opera_contig_144	30542	opera_contig_162266	122110
opera_contig_144	38675	opera_contig_162262	153961
opera_contig_144	5112	opera_contig_162265	47187
opera_contig_144	28804	opera_contig_162266	80498
opera_contig_144	30020	opera_contig_162265	114073
opera_contig_144	23380	opera_contig_162264	158568
opera_contig_144	22466	opera_contig_162264	247336
opera_contig_144	3420	opera_contig_162267	41246
opera_contig_144	1686	opera_contig_162264	243345
opera_contig_144	9071	opera_contig_162263	162568
opera_contig_144	33502	opera_contig_162264	291915
opera_contig_144	3004	opera_contig_159385	168372
opera_contig_144	21900	opera_contig_162265	231852
opera_contig_144	32947	opera_contig_162262	122856
opera_contig_144	8824	opera_contig_162262	417345
opera_contig_144	31514	opera_contig_162268	24150
opera_contig_144	11753	opera_contig_162262	545522
opera_contig_144	19710	opera_contig_162270	39287
opera_contig_144	19646	opera_contig_162267	24022
opera_contig_144	8885	opera_contig_159385	206441
opera_contig_144	7475	opera_contig_162265	224247
opera_contig_144	23658	opera_contig_159385	203130
opera_contig_144	14585	opera_contig_162263	95746
opera_contig_144	33045	opera_contig_162264	222234
opera_contig_144	6010	opera_contig_162262	101458
opera_contig_144	21786	opera_contig_162262	474818
opera_contig_144	4327	opera_contig_162264	57149
opera_contig_144	30209	opera_contig_162269	84484
opera_contig_144	32920	opera_contig_162265	100496
opera_contig_144	41443	opera_contig_162271	77412
opera_contig_144	13920	opera_contig_162263	31692
opera_contig_144	3375	opera_contig_162262	351228
opera_contig_144	32919	opera_contig_162267	125671
opera_contig_144	18273	opera_contig_162267	139168
opera_contig_144	140	opera_contig_162265	140123
opera_contig_144	9569	opera_contig_162263	278920
opera_contig_144	9692	opera_contig_162263	70707
opera_contig_144	34416	opera_contig_162264	340754
opera_contig_144	18385	opera_contig_162262	61589
opera_contig_144	7774	opera_contig_159385	130936
opera_contig_144	33348	opera_contig_162262	68700
opera_contig_144	12246	opera_contig_162268	28639
opera_contig_144	36320	opera_contig_162264	161815
opera_contig_144	33969	opera_contig_162268	2299
opera_contig_144	39648	opera_contig_162264	344926
opera_contig_144	11805	opera_contig_162265	240080
opera_contig_144	34189	opera_contig_162263	7976
opera_contig_144	20590	opera_contig_162263	355759
opera_contig_144	31382	opera_contig_162268	71231
opera_contig_144	15707	opera_contig_162266	163839
opera_contig_144	28295	opera_contig_162265	182514
opera_contig_144	19711	opera_contig_162262	376767
opera_contig_144	27213	opera_contig_162262	266623
opera_contig_144	20920	opera_contig_162264	42428
opera_contig_144	11694	opera_contig_162263	149417
opera_contig_144	7615	opera_contig_162263	309789
opera_contig_144	15191	opera_contig_162262	245989
opera_contig_144	4712	opera_contig_162270	55559
opera_contig_144	12404	opera_contig_162270	31094
opera_contig_144	26461	opera_contig_162269	67281
opera_contig_144	13477	opera_contig_162266	43967
opera_contig_144	27109	opera_contig_162266	149477
opera_contig_144	4904	opera_contig_162263	134384
opera_contig_144	30849	opera_contig_162266	10338
opera_contig_144	21543	opera_contig_162269	80873
opera_contig_144	12982	opera_contig_162263	176720
opera_contig_144	38521	opera_contig_162266	165986
opera_contig_144	6935	opera_contig_162262	521719
opera_contig_144	5299	opera_contig_162262	202819
opera_contig_144	13376	opera_contig_162263	221580
opera_contig_144	6466	opera_contig_162269	30088
opera_contig_144	33766	opera_contig_162262	77577
opera_contig_144	18078	opera_contig_162263	213777
opera_contig_144	13442	opera_contig_162263	62314
opera_contig_144	25467	opera_contig_162268	55575
opera_contig_144	8163	opera_contig_162263	4103
opera_contig_144	9551	opera_contig_162262	453089
opera_contig_144	6723	opera_contig_162269	69391
opera_contig_144	36865	opera_contig_162265	134684
opera_contig_144	26338	opera_contig_159385	224180
opera_contig_144	3413	opera_contig_162266	166961
opera_contig_144	19699	opera_contig_234	3226
opera_contig_144	3210	opera_contig_162263	127489
opera_contig_144	7931	opera_contig_162267	1523
opera_contig_144	38523	opera_contig_162263	104650
