contig_id1	pos1	contig_id2	pos2
opera_contig_225	13604	opera_contig_187997	67411
opera_contig_225	2739	opera_contig_187997	416196
opera_contig_225	4423	opera_contig_187997	481622
opera_contig_225	8052	opera_contig_188001	60565
opera_contig_225	4689	opera_contig_187997	517164
opera_contig_225	32746	opera_contig_188001	160470
opera_contig_225	30834	opera_contig_188002	61591
opera_contig_225	29491	opera_contig_187997	502893
opera_contig_225	24865	opera_contig_187997	141059
opera_contig_225	7341	opera_contig_187997	485533
opera_contig_225	2817	opera_contig_187997	288274
opera_contig_225	33471	opera_contig_188001	21949
opera_contig_225	29301	opera_contig_188009	15180
opera_contig_225	31309	opera_contig_187997	395579
opera_contig_225	4415	opera_contig_187998	241313
opera_contig_225	30074	opera_contig_187997	108760
opera_contig_225	29293	opera_contig_187997	174158
opera_contig_225	4438	opera_contig_187998	225454
opera_contig_225	7229	opera_contig_188001	105790
opera_contig_225	8304	opera_contig_187997	192379
opera_contig_225	23721	opera_contig_187997	50864
opera_contig_225	7311	opera_contig_187997	529436
opera_contig_225	6827	opera_contig_188002	94388
opera_contig_225	5677	opera_contig_188000	8255
opera_contig_225	32782	opera_contig_187997	116587
opera_contig_225	29361	opera_contig_188001	22083
opera_contig_225	30035	opera_contig_187997	238174
opera_contig_225	36984	opera_contig_187997	381549
opera_contig_225	36946	opera_contig_188001	123772
opera_contig_225	34899	opera_contig_187997	379951
opera_contig_225	34851	opera_contig_187997	487730
opera_contig_225	27307	opera_contig_187997	103436
opera_contig_225	7992	opera_contig_187998	16949
opera_contig_225	3948	opera_contig_187997	97448
opera_contig_225	35339	opera_contig_188001	66830
opera_contig_225	4331	opera_contig_188024	15957
opera_contig_225	30515	opera_contig_188012	31311
opera_contig_225	7337	opera_contig_187997	483379
opera_contig_225	37196	opera_contig_188009	37041
opera_contig_225	4655	opera_contig_187997	461202
opera_contig_225	4468	opera_contig_187997	30314
opera_contig_225	8104	opera_contig_188001	115144
opera_contig_225	2728	opera_contig_188001	72524
opera_contig_225	25161	opera_contig_188002	98663
opera_contig_225	24816	opera_contig_188001	126924
opera_contig_225	8413	opera_contig_188001	120545
opera_contig_225	33826	opera_contig_187997	355542
opera_contig_225	33297	opera_contig_187997	365503
opera_contig_225	6792	opera_contig_188000	146549
opera_contig_225	34967	opera_contig_187997	482648
opera_contig_225	33589	opera_contig_187998	144035
opera_contig_225	30066	opera_contig_187997	231754
opera_contig_225	7467	opera_contig_187997	517978
opera_contig_225	25160	opera_contig_187997	288763
opera_contig_225	28724	opera_contig_187997	543610
opera_contig_225	27508	opera_contig_188001	160960
opera_contig_225	27307	opera_contig_187998	70738
opera_contig_225	36973	opera_contig_188001	35565
opera_contig_225	4097	opera_contig_188001	29086
opera_contig_225	19213	opera_contig_187998	215273
opera_contig_225	25168	opera_contig_188001	173212
opera_contig_225	33305	opera_contig_187997	521844
opera_contig_225	33642	opera_contig_188001	1184
opera_contig_225	4396	opera_contig_187997	542435
opera_contig_225	7819	opera_contig_188012	4077
opera_contig_225	3346	opera_contig_187997	288967
opera_contig_225	29306	opera_contig_187997	410410
opera_contig_225	8407	opera_contig_187997	283049
opera_contig_225	30721	opera_contig_187997	496547
opera_contig_225	23618	opera_contig_188001	66831
opera_contig_225	23934	opera_contig_188002	56219
opera_contig_225	4710	opera_contig_187997	514179
opera_contig_225	32669	opera_contig_187997	447973
opera_contig_225	34851	opera_contig_187997	99915
opera_contig_225	7534	opera_contig_187998	126587
opera_contig_225	7532	opera_contig_188001	42703
opera_contig_225	7368	opera_contig_187998	175437
opera_contig_225	5677	opera_contig_188012	28095
opera_contig_225	2763	opera_contig_188009	5588
opera_contig_225	36169	opera_contig_187997	50120
opera_contig_225	37471	opera_contig_188052	1003
opera_contig_225	35332	opera_contig_187997	26423
opera_contig_225	7805	opera_contig_187997	536343
opera_contig_225	7343	opera_contig_187998	268092
opera_contig_225	4459	opera_contig_187998	83453
opera_contig_225	33615	opera_contig_188000	161448
opera_contig_225	30513	opera_contig_187997	522181
opera_contig_225	27304	opera_contig_187998	103305
opera_contig_225	31167	opera_contig_188001	89939
opera_contig_225	4465	opera_contig_188001	68585
opera_contig_225	24933	opera_contig_187997	448815
opera_contig_225	4039	opera_contig_187998	136869
opera_contig_225	25186	opera_contig_188000	7036
opera_contig_225	5717	opera_contig_187998	140446
opera_contig_225	2553	opera_contig_188002	10711
opera_contig_225	24936	opera_contig_187997	314592
opera_contig_225	3932	opera_contig_187997	114215
opera_contig_225	2271	opera_contig_188002	45897
opera_contig_225	33104	opera_contig_188000	225303
