contig_id1	pos1	contig_id2	pos2
opera_contig_144	40568	opera_contig_159969	24967
opera_contig_144	24873	opera_contig_159970	34382
opera_contig_144	1999	opera_contig_159980	9615
opera_contig_144	28175	opera_contig_159951	37823
opera_contig_144	25495	opera_contig_159954	59156
opera_contig_144	17086	opera_contig_159957	17818
opera_contig_144	18749	opera_contig_1646	3465
opera_contig_144	16388	opera_contig_159980	6953
opera_contig_144	35359	opera_contig_159980	6758
opera_contig_144	31257	opera_contig_159952	62221
opera_contig_144	36123	opera_contig_159955	40881
opera_contig_144	15685	opera_contig_159955	16414
opera_contig_144	41246	opera_contig_159970	10377
opera_contig_144	20032	opera_contig_159953	6877
opera_contig_144	37735	opera_contig_159969	13534
opera_contig_144	32633	opera_contig_159966	23077
opera_contig_144	40505	opera_contig_159977	2655
opera_contig_144	18355	opera_contig_159957	50210
opera_contig_144	4646	opera_contig_159956	16532
opera_contig_144	37788	opera_contig_159966	23052
opera_contig_144	22156	opera_contig_159958	42732
opera_contig_144	1847	opera_contig_159973	8702
opera_contig_144	36124	opera_contig_159956	73999
opera_contig_144	6874	opera_contig_159952	32516
opera_contig_144	37847	opera_contig_159953	46069
opera_contig_144	7628	opera_contig_1646	3555
opera_contig_144	12764	opera_contig_159960	3421
opera_contig_144	39827	opera_contig_159966	4234
opera_contig_144	37576	opera_contig_159953	33894
opera_contig_144	18943	opera_contig_159955	53831
opera_contig_144	23457	opera_contig_159954	9216
opera_contig_144	15891	opera_contig_159966	26935
opera_contig_144	23245	opera_contig_159969	4610
opera_contig_144	27643	opera_contig_159956	14536
opera_contig_144	23589	opera_contig_159957	23065
opera_contig_144	17995	opera_contig_159961	39247
opera_contig_144	40771	opera_contig_159977	13234
opera_contig_144	37245	opera_contig_159980	12987
opera_contig_144	15173	opera_contig_159951	147636
opera_contig_144	39707	opera_contig_159958	56951
opera_contig_144	13331	opera_contig_159957	64778
opera_contig_144	26259	opera_contig_188	29494
opera_contig_144	9997	opera_contig_159955	81375
opera_contig_144	38823	opera_contig_159965	26146
opera_contig_144	24585	opera_contig_159969	11465
opera_contig_144	1090	opera_contig_159951	86207
opera_contig_144	34042	opera_contig_159959	15947
opera_contig_144	5866	opera_contig_447	9064
opera_contig_144	14460	opera_contig_159955	67976
opera_contig_144	3416	opera_contig_188	4659
opera_contig_144	37868	opera_contig_159976	18674
opera_contig_144	38003	opera_contig_1165	4477
opera_contig_144	10644	opera_contig_159957	65374
opera_contig_144	24444	opera_contig_159961	45275
opera_contig_144	16285	opera_contig_159988	1216
opera_contig_144	7847	opera_contig_159972	13668
opera_contig_144	16268	opera_contig_447	14317
opera_contig_144	14818	opera_contig_159957	33864
opera_contig_144	9911	opera_contig_159952	12539
opera_contig_144	11290	opera_contig_159966	33669
opera_contig_144	8809	opera_contig_159967	28507
opera_contig_144	31029	opera_contig_3179	834
opera_contig_144	15683	opera_contig_159969	16043
opera_contig_144	14582	opera_contig_174	12229
opera_contig_144	2812	opera_contig_159966	3074
opera_contig_144	1135	opera_contig_159957	31458
opera_contig_144	39348	opera_contig_159969	10825
opera_contig_144	21785	opera_contig_285	7435
opera_contig_144	21088	opera_contig_159957	34490
opera_contig_144	33523	opera_contig_159969	22852
opera_contig_144	8883	opera_contig_159957	9970
opera_contig_144	32383	opera_contig_159976	10657
opera_contig_144	26214	opera_contig_159969	20687
opera_contig_144	15458	opera_contig_159987	3289
opera_contig_144	5871	opera_contig_159961	38758
opera_contig_144	30036	opera_contig_1376	336
opera_contig_144	22108	opera_contig_159966	8934
opera_contig_144	21543	opera_contig_159956	6893
opera_contig_144	11992	opera_contig_159951	104236
opera_contig_144	26113	opera_contig_159966	3232
opera_contig_144	33502	opera_contig_159966	15808
opera_contig_144	443	opera_contig_159968	16014
opera_contig_144	665	opera_contig_159970	31805
opera_contig_144	38073	opera_contig_159957	67346
opera_contig_144	34731	opera_contig_159970	6845
opera_contig_144	5587	opera_contig_376	14744
opera_contig_144	7720	opera_contig_159955	34834
opera_contig_144	31463	opera_contig_159981	11856
opera_contig_144	31136	opera_contig_159957	50661
opera_contig_144	30630	opera_contig_159955	66134
opera_contig_144	38810	opera_contig_159954	16738
opera_contig_144	1911	opera_contig_376	8127
opera_contig_144	33238	opera_contig_159952	51039
opera_contig_144	39634	opera_contig_188	25965
opera_contig_144	12208	opera_contig_159967	15295
opera_contig_144	7212	opera_contig_159959	55597
opera_contig_144	40202	opera_contig_159955	20233
opera_contig_144	40822	opera_contig_159960	42094
opera_contig_144	8298	opera_contig_159969	18358
opera_contig_144	14391	opera_contig_159957	38105
opera_contig_144	20056	opera_contig_159957	32497
opera_contig_144	39072	opera_contig_188	22367
opera_contig_144	23661	opera_contig_159967	16873
opera_contig_144	24525	opera_contig_159982	8998
opera_contig_144	28053	opera_contig_159961	20277
opera_contig_144	2831	opera_contig_159956	43652
opera_contig_144	34931	opera_contig_159955	61344
opera_contig_144	23670	opera_contig_159959	3635
opera_contig_144	32746	opera_contig_159957	45988
opera_contig_144	12732	opera_contig_159968	12079
opera_contig_144	32775	opera_contig_159969	29417
opera_contig_144	16402	opera_contig_188	7956
opera_contig_144	11585	opera_contig_159951	73041
opera_contig_144	3015	opera_contig_159960	25066
opera_contig_144	6499	opera_contig_159976	1
opera_contig_144	4567	opera_contig_159968	38358
opera_contig_144	12453	opera_contig_159970	9478
opera_contig_144	34791	opera_contig_159965	32285
opera_contig_144	32144	opera_contig_159951	83275
opera_contig_144	6674	opera_contig_174	5709
opera_contig_144	26138	opera_contig_159951	142001
opera_contig_144	10970	opera_contig_285	27532
opera_contig_144	38568	opera_contig_43	50796
opera_contig_144	27452	opera_contig_159955	70466
opera_contig_144	28735	opera_contig_159961	5862
opera_contig_144	12024	opera_contig_159959	26949
opera_contig_144	12155	opera_contig_159958	23132
opera_contig_144	32943	opera_contig_159955	32905
opera_contig_144	28052	opera_contig_159955	69631
opera_contig_144	9562	opera_contig_159952	98249
opera_contig_144	38399	opera_contig_159980	18288
opera_contig_144	5844	opera_contig_1376	480
opera_contig_144	35051	opera_contig_159959	1228
opera_contig_144	289	opera_contig_159951	26479
opera_contig_144	5355	opera_contig_159972	491
opera_contig_144	37720	opera_contig_159957	71701
opera_contig_144	14764	opera_contig_159980	6495
opera_contig_144	9562	opera_contig_159955	61879
opera_contig_144	4181	opera_contig_159959	53202
opera_contig_144	37790	opera_contig_188	23201
opera_contig_144	40118	opera_contig_159970	28229
opera_contig_144	23261	opera_contig_159968	35337
opera_contig_144	29942	opera_contig_159952	84493
opera_contig_144	15195	opera_contig_2636	532
opera_contig_144	7124	opera_contig_159970	1346
opera_contig_144	35036	opera_contig_447	2939
opera_contig_144	37434	opera_contig_159951	15163
opera_contig_144	11229	opera_contig_159953	61969
opera_contig_144	15052	opera_contig_159976	8037
opera_contig_144	33926	opera_contig_285	24340
opera_contig_144	17464	opera_contig_188	21131
opera_contig_144	32713	opera_contig_159957	60575
opera_contig_144	28608	opera_contig_159964	36154
opera_contig_144	21770	opera_contig_159957	55250
opera_contig_144	41265	opera_contig_159957	60886
opera_contig_144	17997	opera_contig_159953	2578
opera_contig_144	9890	opera_contig_159957	13141
opera_contig_144	38521	opera_contig_159954	14427
opera_contig_144	8132	opera_contig_159954	23577
opera_contig_144	33088	opera_contig_159969	32292
opera_contig_144	18106	opera_contig_159955	58525
opera_contig_144	31257	opera_contig_159961	1827
opera_contig_144	8180	opera_contig_159955	61520
opera_contig_144	2782	opera_contig_159961	52076
opera_contig_144	37877	opera_contig_159972	11523
opera_contig_144	26271	opera_contig_159954	55541
opera_contig_144	9952	opera_contig_159957	56262
opera_contig_144	37670	opera_contig_159957	16521
opera_contig_144	18681	opera_contig_447	2659
opera_contig_144	1918	opera_contig_159955	81487
opera_contig_144	9848	opera_contig_159966	4072
opera_contig_144	358	opera_contig_159957	44287
opera_contig_144	12793	opera_contig_159961	40354
opera_contig_144	6062	opera_contig_159955	38365
opera_contig_144	11121	opera_contig_159957	41944
opera_contig_144	8736	opera_contig_159952	64290
opera_contig_144	10939	opera_contig_159960	5690
opera_contig_144	16812	opera_contig_795	9679
opera_contig_144	19724	opera_contig_159963	32139
opera_contig_144	28960	opera_contig_159953	97616
