#CHROM	POS	TLL62
TLL62_41__full_1	153	112
TLL62_41__full_1	154	112
TLL62_41__full_1	155	112
TLL62_41__full_1	156	111
TLL62_41__full_1	157	107
TLL62_41__full_1	158	106
TLL62_41__full_1	159	106
TLL62_41__full_1	160	106
TLL62_41__full_1	161	106
TLL62_41__full_1	162	107
TLL62_41__full_1	163	107
TLL62_41__full_1	164	108
TLL62_41__full_1	165	108
TLL62_41__full_1	166	108
TLL62_41__full_1	167	109
TLL62_41__full_1	168	109
TLL62_41__full_1	169	109
TLL62_41__full_1	170	109
TLL62_41__full_1	171	112
TLL62_41__full_1	172	110
TLL62_41__full_1	173	110
TLL62_41__full_1	174	109
TLL62_41__full_1	175	107
TLL62_41__full_1	176	107
TLL62_41__full_1	177	107
TLL62_41__full_1	178	105
TLL62_41__full_1	179	105
TLL62_41__full_1	180	102
TLL62_41__full_1	181	101
TLL62_41__full_1	182	102
TLL62_41__full_1	183	105
TLL62_41__full_1	184	105
TLL62_41__full_1	185	105
TLL62_41__full_1	186	101
TLL62_41__full_1	187	101
TLL62_41__full_1	188	101
TLL62_41__full_1	189	99
TLL62_41__full_1	190	100
TLL62_41__full_1	191	99
TLL62_41__full_1	192	99
TLL62_41__full_1	193	97
TLL62_41__full_1	194	95
TLL62_41__full_1	195	95
TLL62_41__full_1	196	95
TLL62_41__full_1	197	95
TLL62_41__full_1	198	93
TLL62_41__full_1	199	90
TLL62_41__full_1	200	88
TLL62_41__full_1	201	87
TLL62_41__full_1	202	87
TLL62_41__full_1	203	87
TLL62_41__full_1	204	87
TLL62_41__full_1	205	87
TLL62_41__full_1	206	87
TLL62_41__full_1	207	87
TLL62_41__full_1	208	87
TLL62_41__full_1	209	87
TLL62_41__full_1	210	88
TLL62_41__full_1	211	89
TLL62_41__full_1	212	89
TLL62_41__full_1	213	86
TLL62_41__full_1	214	86
TLL62_41__full_1	215	86
TLL62_41__full_1	216	83
TLL62_41__full_1	217	81
TLL62_41__full_1	218	81
TLL62_41__full_1	219	81
TLL62_41__full_1	220	82
TLL62_41__full_1	221	83
TLL62_41__full_1	222	83
TLL62_41__full_1	223	84
TLL62_41__full_1	224	81
TLL62_41__full_1	225	78
TLL62_41__full_1	226	78
TLL62_41__full_1	227	75
TLL62_41__full_1	228	75
TLL62_41__full_1	229	75
TLL62_41__full_1	230	75
TLL62_41__full_1	231	75
TLL62_41__full_1	232	75
TLL62_41__full_1	233	76
TLL62_41__full_1	234	75
TLL62_41__full_1	235	72
TLL62_41__full_1	236	72
TLL62_41__full_1	237	72
TLL62_41__full_1	238	69
TLL62_41__full_1	239	67
TLL62_41__full_1	240	67
TLL62_41__full_1	241	67
TLL62_41__full_1	242	66
TLL62_41__full_1	243	66
TLL62_41__full_1	244	66
TLL62_41__full_1	245	66
TLL62_41__full_1	246	66
TLL62_41__full_1	247	66
TLL62_41__full_1	248	66
TLL62_41__full_1	249	64
TLL62_41__full_1	250	64
TLL62_41__full_1	251	64
TLL62_41__full_1	252	64
TLL62_41__full_1	253	65
TLL62_41__full_1	254	65
TLL62_41__full_1	255	65
TLL62_41__full_1	256	68
TLL62_41__full_1	257	68
TLL62_41__full_1	258	71
TLL62_41__full_1	259	70
TLL62_41__full_1	260	73
TLL62_41__full_1	261	73
TLL62_41__full_1	262	74
TLL62_41__full_1	263	74
TLL62_41__full_1	264	74
TLL62_41__full_1	265	74
TLL62_41__full_1	266	71
TLL62_41__full_1	267	70
TLL62_41__full_1	268	71
TLL62_41__full_1	269	66
TLL62_41__full_1	270	66
TLL62_41__full_1	271	61
TLL62_41__full_1	272	64
TLL62_41__full_1	273	64
TLL62_41__full_1	274	64
TLL62_41__full_1	275	63
TLL62_41__full_1	276	64
TLL62_41__full_1	277	64
TLL62_41__full_1	278	69
TLL62_41__full_1	279	69
TLL62_41__full_1	280	71
TLL62_41__full_1	281	71
TLL62_41__full_1	282	70
TLL62_41__full_1	283	70
TLL62_41__full_1	284	68
TLL62_41__full_1	285	67
TLL62_41__full_1	286	67
TLL62_41__full_1	287	67
TLL62_41__full_1	288	66
TLL62_41__full_1	289	69
TLL62_41__full_1	290	73
TLL62_41__full_1	291	75
TLL62_41__full_1	292	79
TLL62_41__full_1	293	77
TLL62_41__full_1	294	74
TLL62_41__full_1	295	74
TLL62_41__full_1	296	74
TLL62_41__full_1	297	79
TLL62_41__full_1	298	77
TLL62_41__full_1	299	75
TLL62_41__full_1	300	77
TLL62_41__full_1	301	78
TLL62_41__full_1	302	77
TLL62_41__full_1	303	77
TLL62_41__full_1	304	79
TLL62_41__full_1	305	82
TLL62_41__full_1	306	82
TLL62_41__full_1	307	82
TLL62_41__full_1	308	82
TLL62_41__full_1	309	83
TLL62_41__full_1	310	83
TLL62_41__full_1	311	84
TLL62_41__full_1	312	84
TLL62_41__full_1	313	83
TLL62_41__full_1	314	86
TLL62_41__full_1	315	85
TLL62_41__full_1	316	89
TLL62_41__full_1	317	88
TLL62_41__full_1	318	93
TLL62_41__full_1	319	93
TLL62_41__full_1	320	93
TLL62_41__full_1	321	93
TLL62_41__full_1	322	93
TLL62_41__full_1	323	93
TLL62_41__full_1	324	93
TLL62_41__full_1	325	94
TLL62_41__full_1	326	95
TLL62_41__full_1	327	96
TLL62_41__full_1	328	97
TLL62_41__full_1	329	97
TLL62_41__full_1	330	97
TLL62_41__full_1	331	99
TLL62_41__full_1	332	99
TLL62_41__full_1	333	98
TLL62_41__full_1	334	98
TLL62_41__full_1	335	98
TLL62_41__full_1	336	98
TLL62_41__full_1	337	98
TLL62_41__full_1	338	101
TLL62_41__full_1	339	100
TLL62_41__full_1	340	104
TLL62_41__full_1	341	105
TLL62_41__full_1	342	105
TLL62_41__full_1	343	105
TLL62_41__full_1	344	105
TLL62_41__full_1	345	107
TLL62_41__full_1	346	107
TLL62_41__full_1	347	107
TLL62_41__full_1	348	111
TLL62_41__full_1	349	111
TLL62_41__full_1	350	111
TLL62_41__full_1	351	109
TLL62_41__full_1	352	109
TLL62_41__full_1	353	109
TLL62_41__full_1	354	109
TLL62_41__full_1	355	109
TLL62_41__full_1	356	111
TLL62_41__full_1	357	115
TLL62_41__full_1	358	118
TLL62_41__full_1	359	121
TLL62_41__full_1	360	122
TLL62_41__full_1	361	121
TLL62_41__full_1	362	122
TLL62_41__full_1	363	123
TLL62_41__full_1	364	123
TLL62_41__full_1	365	125
TLL62_41__full_1	366	125
TLL62_41__full_1	367	124
TLL62_41__full_1	368	128
TLL62_41__full_1	369	129
TLL62_41__full_1	370	129
TLL62_41__full_1	371	128
TLL62_41__full_1	372	128
TLL62_41__full_1	373	128
TLL62_41__full_1	374	130
TLL62_41__full_1	375	134
TLL62_41__full_1	376	136
TLL62_41__full_1	377	136
TLL62_41__full_1	378	136
TLL62_41__full_1	379	136
TLL62_41__full_1	380	138
TLL62_41__full_1	381	138
TLL62_41__full_1	382	136
TLL62_41__full_1	383	134
TLL62_41__full_1	384	138
TLL62_41__full_1	385	142
TLL62_41__full_1	386	143
TLL62_41__full_1	387	144
TLL62_41__full_1	388	145
TLL62_41__full_1	389	145
TLL62_41__full_1	390	146
TLL62_41__full_1	391	148
TLL62_41__full_1	392	145
TLL62_41__full_1	393	145
TLL62_41__full_1	394	145
TLL62_41__full_1	395	146
TLL62_41__full_1	396	144
TLL62_41__full_1	397	147
TLL62_41__full_1	398	149
TLL62_41__full_1	399	149
TLL62_41__full_1	400	150
TLL62_41__full_1	401	150
TLL62_41__full_1	402	151
TLL62_41__full_1	403	149
TLL62_41__full_1	404	149
TLL62_41__full_1	405	150
TLL62_41__full_1	406	148
TLL62_41__full_1	407	149
TLL62_41__full_1	408	155
TLL62_41__full_1	409	156
TLL62_41__full_1	410	159
TLL62_41__full_1	411	158
TLL62_41__full_1	412	158
TLL62_41__full_1	413	155
TLL62_41__full_1	414	153
TLL62_41__full_1	415	153
TLL62_41__full_1	416	153
TLL62_41__full_1	417	153
TLL62_41__full_1	418	154
TLL62_41__full_1	419	153
TLL62_41__full_1	420	157
TLL62_41__full_1	421	157
TLL62_41__full_1	422	161
TLL62_41__full_1	423	159
TLL62_41__full_1	424	166
TLL62_41__full_1	425	166
TLL62_41__full_1	426	169
TLL62_41__full_1	427	168
TLL62_41__full_1	428	164
TLL62_41__full_1	429	156
TLL62_41__full_1	430	156
TLL62_41__full_1	431	154
TLL62_41__full_1	432	154
TLL62_41__full_1	433	154
TLL62_41__full_1	434	153
TLL62_41__full_1	435	153
TLL62_41__full_1	436	153
TLL62_41__full_1	437	153
TLL62_41__full_1	438	153
TLL62_41__full_1	439	149
TLL62_41__full_1	440	149
TLL62_41__full_1	441	149
TLL62_41__full_1	442	148
TLL62_41__full_1	443	146
TLL62_41__full_1	444	146
TLL62_41__full_1	445	146
TLL62_41__full_1	446	146
TLL62_41__full_1	447	148
TLL62_41__full_1	448	148
TLL62_41__full_1	449	144
TLL62_41__full_1	450	142
TLL62_41__full_1	451	147
TLL62_41__full_1	452	149
TLL62_41__full_1	453	146
TLL62_41__full_1	454	148
TLL62_41__full_1	455	144
TLL62_41__full_1	456	139
TLL62_41__full_1	457	141
TLL62_41__full_1	458	141
TLL62_41__full_1	459	145
TLL62_41__full_1	460	145
TLL62_41__full_1	461	149
TLL62_41__full_1	462	148
TLL62_41__full_1	463	150
TLL62_41__full_1	464	151
TLL62_41__full_1	465	150
TLL62_41__full_1	466	155
TLL62_41__full_1	467	151
TLL62_41__full_1	468	150
TLL62_41__full_1	469	150
TLL62_41__full_1	470	150
TLL62_41__full_1	471	153
TLL62_41__full_1	472	152
TLL62_41__full_1	473	150
TLL62_41__full_1	474	153
TLL62_41__full_1	475	153
TLL62_41__full_1	476	152
TLL62_41__full_1	477	149
TLL62_41__full_1	478	150
TLL62_41__full_1	479	150
TLL62_41__full_1	480	152
TLL62_41__full_1	481	153
TLL62_41__full_1	482	153
TLL62_41__full_1	483	153
TLL62_41__full_1	484	153
TLL62_41__full_1	485	150
TLL62_41__full_1	486	152
TLL62_41__full_1	487	148
TLL62_41__full_1	488	148
TLL62_41__full_1	489	145
TLL62_41__full_1	490	147
TLL62_41__full_1	491	149
TLL62_41__full_1	492	153
TLL62_41__full_1	493	153
TLL62_41__full_1	494	156
TLL62_41__full_1	495	155
TLL62_41__full_1	496	155
TLL62_41__full_1	497	155
TLL62_41__full_1	498	156
TLL62_41__full_1	499	156
TLL62_41__full_1	500	156
TLL62_41__full_1	501	155
TLL62_41__full_1	502	156
TLL62_41__full_1	503	156
TLL62_41__full_1	504	156
TLL62_41__full_1	505	156
TLL62_41__full_1	506	157
TLL62_41__full_1	507	159
TLL62_41__full_1	508	159
TLL62_41__full_1	509	160
TLL62_41__full_1	510	158
TLL62_41__full_1	511	158
TLL62_41__full_1	512	157
TLL62_41__full_1	513	157
TLL62_41__full_1	514	160
TLL62_41__full_1	515	158
TLL62_41__full_1	516	159
TLL62_41__full_1	517	159
TLL62_41__full_1	518	161
TLL62_41__full_1	519	163
TLL62_41__full_1	520	164
TLL62_41__full_1	521	161
TLL62_41__full_1	522	162
TLL62_41__full_1	523	162
TLL62_41__full_1	524	160
TLL62_41__full_1	525	162
TLL62_41__full_1	526	162
TLL62_41__full_1	527	160
TLL62_41__full_1	528	161
TLL62_41__full_1	529	163
TLL62_41__full_1	530	165
TLL62_41__full_1	531	171
TLL62_41__full_1	532	174
TLL62_41__full_1	533	174
TLL62_41__full_1	534	172
TLL62_41__full_1	535	172
TLL62_41__full_1	536	171
TLL62_41__full_1	537	170
TLL62_41__full_1	538	173
TLL62_41__full_1	539	172
TLL62_41__full_1	540	171
TLL62_41__full_1	541	168
TLL62_41__full_1	542	167
TLL62_41__full_1	543	169
TLL62_41__full_1	544	168
TLL62_41__full_1	545	167
TLL62_41__full_1	546	166
TLL62_41__full_1	547	166
TLL62_41__full_1	548	165
TLL62_41__full_1	549	158
TLL62_41__full_1	550	158
TLL62_41__full_1	551	158
TLL62_41__full_1	552	165
TLL62_41__full_1	553	166
TLL62_41__full_1	554	167
TLL62_41__full_1	555	170
TLL62_41__full_1	556	172
TLL62_41__full_1	557	173
TLL62_41__full_1	558	175
TLL62_41__full_1	559	174
TLL62_41__full_1	560	174
TLL62_41__full_1	561	176
TLL62_41__full_1	562	176
TLL62_41__full_1	563	175
TLL62_41__full_1	564	176
TLL62_41__full_1	565	176
TLL62_41__full_1	566	177
TLL62_41__full_1	567	177
TLL62_41__full_1	568	176
TLL62_41__full_1	569	176
TLL62_41__full_1	570	170
TLL62_41__full_1	571	171
TLL62_41__full_1	572	169
TLL62_41__full_1	573	168
TLL62_41__full_1	574	168
TLL62_41__full_1	575	161
TLL62_41__full_1	576	158
TLL62_41__full_1	577	156
TLL62_41__full_1	578	156
TLL62_41__full_1	579	159
TLL62_41__full_1	580	160
TLL62_41__full_1	581	160
TLL62_41__full_1	582	161
TLL62_41__full_1	583	161
TLL62_41__full_1	584	161
TLL62_41__full_1	585	161
TLL62_41__full_1	586	163
TLL62_41__full_1	587	163
TLL62_41__full_1	588	161
TLL62_41__full_1	589	161
TLL62_41__full_1	590	161
TLL62_41__full_1	591	159
TLL62_41__full_1	592	160
TLL62_41__full_1	593	160
TLL62_41__full_1	594	160
TLL62_41__full_1	595	160
TLL62_41__full_1	596	160
TLL62_41__full_1	597	160
TLL62_41__full_1	598	158
TLL62_41__full_1	599	157
TLL62_41__full_1	600	157
TLL62_41__full_1	601	158
TLL62_41__full_1	602	150
TLL62_41__full_1	603	145
TLL62_41__full_1	604	146
TLL62_41__full_1	605	140
TLL62_41__full_1	606	137
TLL62_41__full_1	607	139
TLL62_41__full_1	608	137
TLL62_41__full_1	609	137
TLL62_41__full_1	610	135
TLL62_41__full_1	611	134
TLL62_41__full_1	612	133
TLL62_41__full_1	613	133
TLL62_41__full_1	614	133
TLL62_41__full_1	615	132
TLL62_41__full_1	616	133
TLL62_41__full_1	617	132
TLL62_41__full_1	618	132
TLL62_41__full_1	619	135
TLL62_41__full_1	620	137
TLL62_41__full_1	621	135
TLL62_41__full_1	622	135
TLL62_41__full_1	623	135
TLL62_41__full_1	624	134
TLL62_41__full_1	625	134
TLL62_41__full_1	626	132
TLL62_41__full_1	627	132
TLL62_41__full_1	628	132
TLL62_41__full_1	629	131
TLL62_41__full_1	630	131
TLL62_41__full_1	631	130
TLL62_41__full_1	632	130
TLL62_41__full_1	633	130
TLL62_41__full_1	634	132
TLL62_41__full_1	635	132
TLL62_41__full_1	636	134
TLL62_41__full_1	637	135
TLL62_41__full_1	638	141
TLL62_41__full_1	639	141
TLL62_41__full_1	640	141
TLL62_41__full_1	641	140
TLL62_41__full_1	642	138
TLL62_41__full_1	643	133
TLL62_41__full_1	644	132
TLL62_41__full_1	645	131
TLL62_41__full_1	646	131
TLL62_41__full_1	647	131
TLL62_41__full_1	648	131
TLL62_41__full_1	649	130
TLL62_41__full_1	650	129
TLL62_41__full_1	651	129
TLL62_41__full_1	652	131
TLL62_41__full_1	653	131
TLL62_41__full_1	654	128
TLL62_41__full_1	655	126
TLL62_41__full_1	656	126
TLL62_41__full_1	657	125
TLL62_41__full_1	658	123
TLL62_41__full_1	659	124
TLL62_41__full_1	660	123
TLL62_41__full_1	661	123
TLL62_41__full_1	662	121
TLL62_41__full_1	663	121
TLL62_41__full_1	664	121
TLL62_41__full_1	665	119
TLL62_41__full_1	666	119
TLL62_41__full_1	667	117
TLL62_41__full_1	668	117
TLL62_41__full_1	669	115
TLL62_41__full_1	670	114
TLL62_41__full_1	671	111
TLL62_41__full_1	672	111
TLL62_41__full_1	673	111
TLL62_41__full_1	674	113
TLL62_41__full_1	675	113
TLL62_41__full_1	676	112
TLL62_41__full_1	677	109
TLL62_41__full_1	678	112
TLL62_41__full_1	679	112
TLL62_41__full_1	680	110
TLL62_41__full_1	681	108
TLL62_41__full_1	682	109
TLL62_41__full_1	683	106
TLL62_41__full_1	684	109
TLL62_41__full_1	685	109
TLL62_41__full_1	686	112
TLL62_41__full_1	687	112
TLL62_41__full_1	688	113
TLL62_41__full_1	689	107
TLL62_41__full_1	690	107
TLL62_41__full_1	691	106
TLL62_41__full_1	692	102
TLL62_41__full_1	693	101
TLL62_41__full_1	694	102
TLL62_41__full_1	695	102
TLL62_41__full_1	696	106
TLL62_41__full_1	697	107
TLL62_41__full_1	698	107
TLL62_41__full_1	699	105
TLL62_41__full_1	700	105
TLL62_41__full_1	701	106
TLL62_41__full_1	702	109
TLL62_41__full_1	703	108
TLL62_41__full_1	704	108
TLL62_41__full_1	705	103
TLL62_41__full_1	706	102
TLL62_41__full_1	707	100
TLL62_41__full_1	708	99
TLL62_41__full_1	709	96
TLL62_41__full_1	710	96
TLL62_41__full_1	711	97
TLL62_41__full_1	712	95
TLL62_41__full_1	713	95
TLL62_41__full_1	714	92
TLL62_41__full_1	715	91
TLL62_41__full_1	716	89
TLL62_41__full_1	717	88
TLL62_41__full_1	718	89
TLL62_41__full_1	719	90
TLL62_41__full_1	720	95
TLL62_41__full_1	721	93
TLL62_41__full_1	722	94
TLL62_41__full_1	723	95
TLL62_41__full_1	724	95
TLL62_41__full_1	725	95
TLL62_41__full_1	726	95
TLL62_41__full_1	727	95
TLL62_41__full_1	728	95
TLL62_41__full_1	729	96
TLL62_41__full_1	730	96
TLL62_41__full_1	731	95
TLL62_41__full_1	732	98
TLL62_41__full_1	733	97
TLL62_41__full_1	734	97
TLL62_41__full_1	735	97
TLL62_41__full_1	736	100
TLL62_41__full_1	737	102
TLL62_41__full_1	738	103
TLL62_41__full_1	739	105
TLL62_41__full_1	740	104
TLL62_41__full_1	741	106
TLL62_41__full_1	742	106
TLL62_41__full_1	743	105
TLL62_41__full_1	744	102
TLL62_41__full_1	745	102
TLL62_41__full_1	746	100
TLL62_41__full_1	747	100
TLL62_41__full_1	748	98
TLL62_41__full_1	749	98
TLL62_41__full_1	750	103
TLL62_41__full_1	751	103
TLL62_41__full_1	752	102
TLL62_41__full_1	753	101
TLL62_41__full_1	754	101
TLL62_41__full_1	755	100
TLL62_41__full_1	756	96
TLL62_41__full_1	757	96
TLL62_41__full_1	758	93
TLL62_41__full_1	759	93
TLL62_41__full_1	760	94
TLL62_41__full_1	761	93
TLL62_41__full_1	762	94
TLL62_41__full_1	763	98
TLL62_41__full_1	764	98
TLL62_41__full_1	765	98
TLL62_41__full_1	766	100
TLL62_41__full_1	767	100
TLL62_41__full_1	768	105
TLL62_41__full_1	769	107
TLL62_41__full_1	770	106
TLL62_41__full_1	771	107
TLL62_41__full_1	772	107
TLL62_41__full_1	773	106
TLL62_41__full_1	774	107
TLL62_41__full_1	775	108
TLL62_41__full_1	776	109
TLL62_41__full_1	777	109
TLL62_41__full_1	778	109
TLL62_41__full_1	779	109
TLL62_41__full_1	780	109
TLL62_41__full_1	781	109
TLL62_41__full_1	782	109
TLL62_41__full_1	783	109
TLL62_41__full_1	784	110
TLL62_41__full_1	785	108
TLL62_41__full_1	786	108
TLL62_41__full_1	787	106
TLL62_41__full_1	788	105
TLL62_41__full_1	789	103
TLL62_41__full_1	790	104
TLL62_41__full_1	791	104
TLL62_41__full_1	792	103
TLL62_41__full_1	793	103
TLL62_41__full_1	794	106
TLL62_41__full_1	795	107
TLL62_41__full_1	796	109
TLL62_41__full_1	797	109
TLL62_41__full_1	798	111
TLL62_41__full_1	799	109
TLL62_41__full_1	800	109
TLL62_41__full_1	801	107
TLL62_41__full_1	802	108
TLL62_41__full_1	803	106
TLL62_41__full_1	804	108
TLL62_41__full_1	805	109
TLL62_41__full_1	806	109
TLL62_41__full_1	807	109
TLL62_41__full_1	808	109
TLL62_41__full_1	809	110
TLL62_41__full_1	810	109
TLL62_41__full_1	811	107
TLL62_41__full_1	812	105
TLL62_41__full_1	813	106
TLL62_41__full_1	814	106
TLL62_41__full_1	815	104
TLL62_41__full_1	816	101
TLL62_41__full_1	817	101
TLL62_41__full_1	818	99
TLL62_41__full_1	819	100
TLL62_41__full_1	820	100
TLL62_41__full_1	821	102
TLL62_41__full_1	822	102
TLL62_41__full_1	823	100
TLL62_41__full_1	824	100
TLL62_41__full_1	825	100
TLL62_41__full_1	826	102
TLL62_41__full_1	827	98
TLL62_41__full_1	828	99
TLL62_41__full_1	829	98
TLL62_41__full_1	830	98
TLL62_41__full_1	831	98
TLL62_41__full_1	832	100
TLL62_41__full_1	833	98
TLL62_41__full_1	834	97
TLL62_41__full_1	835	98
TLL62_41__full_1	836	98
TLL62_41__full_1	837	97
TLL62_41__full_1	838	96
TLL62_41__full_1	839	93
TLL62_41__full_1	840	93
TLL62_41__full_1	841	93
TLL62_41__full_1	842	93
TLL62_41__full_1	843	93
TLL62_41__full_1	844	93
TLL62_41__full_1	845	92
TLL62_41__full_1	846	87
TLL62_41__full_1	847	88
TLL62_41__full_1	848	87
TLL62_41__full_1	849	86
TLL62_41__full_1	850	86
TLL62_41__full_1	851	87
TLL62_41__full_1	852	86
TLL62_41__full_1	853	83
TLL62_41__full_1	854	82
TLL62_41__full_1	855	81
TLL62_41__full_1	856	80
TLL62_41__full_1	857	80
TLL62_41__full_1	858	80
TLL62_41__full_1	859	80
TLL62_41__full_1	860	80
TLL62_41__full_1	861	83
TLL62_41__full_1	862	81
TLL62_41__full_1	863	80
TLL62_41__full_1	864	81
TLL62_41__full_1	865	79
TLL62_41__full_1	866	81
TLL62_41__full_1	867	79
TLL62_41__full_1	868	78
TLL62_41__full_1	869	81
TLL62_41__full_1	870	81
TLL62_41__full_1	871	80
TLL62_41__full_1	872	79
TLL62_41__full_1	873	79
TLL62_41__full_1	874	80
TLL62_41__full_1	875	80
TLL62_41__full_1	876	81
TLL62_41__full_1	877	82
TLL62_41__full_1	878	81
TLL62_41__full_1	879	79
TLL62_41__full_1	880	77
TLL62_41__full_1	881	74
TLL62_41__full_1	882	74
TLL62_41__full_1	883	74
TLL62_41__full_1	884	74
TLL62_41__full_1	885	74
TLL62_41__full_1	886	73
TLL62_41__full_1	887	79
TLL62_41__full_1	888	79
TLL62_41__full_1	889	81
TLL62_41__full_1	890	81
TLL62_41__full_1	891	80
TLL62_41__full_1	892	78
TLL62_41__full_1	893	78
TLL62_41__full_1	894	81
TLL62_41__full_1	895	81
TLL62_41__full_1	896	81
TLL62_41__full_1	897	81
TLL62_41__full_1	898	81
TLL62_41__full_1	899	80
TLL62_41__full_1	900	80
TLL62_41__full_1	901	80
TLL62_41__full_1	902	80
TLL62_41__full_1	903	80
TLL62_41__full_1	904	79
TLL62_41__full_1	905	79
TLL62_41__full_1	906	79
TLL62_41__full_1	907	79
TLL62_41__full_1	908	79
TLL62_41__full_1	909	78
TLL62_41__full_1	910	78
TLL62_41__full_1	911	77
TLL62_41__full_1	912	79
TLL62_41__full_1	913	79
TLL62_41__full_1	914	80
TLL62_41__full_1	915	82
TLL62_41__full_1	916	82
TLL62_41__full_1	917	82
TLL62_41__full_1	918	79
TLL62_41__full_1	919	79
TLL62_41__full_1	920	78
TLL62_41__full_1	921	78
TLL62_41__full_1	922	78
TLL62_41__full_1	923	76
TLL62_41__full_1	924	76
TLL62_41__full_1	925	75
TLL62_41__full_1	926	75
TLL62_41__full_1	927	75
TLL62_41__full_1	928	75
TLL62_41__full_1	929	75
TLL62_41__full_1	930	75
TLL62_41__full_1	931	75
